# system_capacity,flowrate_MGD,LCOW,Total CAPEX (MGD),Total OPEX (MGD/year),SEC,Ozone_CAPEX_frac,Ozone_OPEX_frac,BAF_CAPEX_frac,BAF_OPEX_frac,UF_CAPEX_frac,UF_OPEX_frac,UV_AOP_CAPEX_frac,UV_AOP_OPEX_frac,Cl_CAPEX_frac,Cl_OPEX_frac,RO_CAPEX_frac,RO_OPEX_frac,brine_frac,Total_Opex_frac
2.212536e+00,5.050000e+01,1.493442e+00,3.174909e+02,2.531556e+01,3.191952e+00,4.470921e+00,2.365963e+00,5.498855e+00,3.585788e+00,7.467854e+00,1.361019e+01,2.988794e+00,2.102545e+00,1.055459e+00,1.880557e-01,2.408799e+01,1.448321e+01,1.809438e+01,3.633575e+01
2.429409e+00,5.545000e+01,1.477338e+00,3.412579e+02,2.765435e+01,3.188754e+00,4.408860e+00,2.373216e+00,5.525102e+00,3.620147e+00,7.048263e+00,1.367689e+01,2.855167e+00,2.096647e+00,9.581154e-01,1.712328e-01,2.431828e+01,1.462051e+01,1.832757e+01,3.655864e+01
2.646281e+00,6.040000e+01,1.462488e+00,3.643375e+02,2.997973e+01,3.185790e+00,4.360151e+00,2.381739e+00,5.552945e+00,3.653054e+00,6.618023e+00,1.373366e+01,2.740856e+00,2.093090e+00,8.769893e-01,1.572186e-01,2.453501e+01,1.474971e+01,1.854755e+01,3.676848e+01
2.863153e+00,6.535000e+01,1.448611e+00,3.867316e+02,3.229174e+01,3.183006e+00,4.321947e+00,2.391293e+00,5.582121e+00,3.684884e+00,6.178091e+00,1.378263e+01,2.642012e+00,2.091449e+00,8.084102e-01,1.453774e-01,2.474147e+01,1.487279e+01,1.875753e+01,3.696842e+01
3.080026e+00,7.030000e+01,1.435505e+00,4.084419e+02,3.459039e+01,3.180364e+00,4.292172e+00,2.401704e+00,5.612445e+00,3.715911e+00,5.729142e+00,1.382535e+01,2.555762e+00,2.091408e+00,7.497298e-01,1.352507e-01,2.494006e+01,1.499117e+01,1.895990e+01,3.716079e+01
3.296898e+00,7.525000e+01,1.423018e+00,4.294694e+02,3.687572e+01,3.177836e+00,4.269281e+00,2.412843e+00,5.643781e+00,3.746346e+00,5.271654e+00,1.386300e+01,2.479919e+00,2.092721e+00,6.989912e-01,1.264995e-01,2.513258e+01,1.510593e+01,1.915645e+01,3.734734e+01
3.513771e+00,8.020000e+01,1.411038e+00,4.498153e+02,3.914773e+01,3.175400e+00,4.252095e+00,2.424616e+00,5.676030e+00,3.776349e+00,4.805966e+00,1.389646e+01,2.412782e+00,2.095198e+00,6.547172e-01,1.188681e-01,2.532044e+01,1.521790e+01,1.934858e+01,3.752939e+01
3.730643e+00,8.515000e+01,1.399477e+00,4.694801e+02,4.140643e+01,3.173038e+00,4.239705e+00,2.436949e+00,5.709116e+00,3.806048e+00,4.332316e+00,1.392645e+01,2.353013e+00,2.098687e+00,6.157735e-01,1.121600e-01,2.550470e+01,1.532772e+01,1.953737e+01,3.770801e+01
3.947515e+00,9.010000e+01,1.388267e+00,4.884653e+02,4.365186e+01,3.170743e+00,4.231394e+00,2.449783e+00,5.742981e+00,3.835543e+00,3.850861e+00,1.395349e+01,2.299538e+00,2.103067e+00,5.812737e-01,1.062218e-01,2.568627e+01,1.543593e+01,1.972365e+01,3.788404e+01
4.164388e+00,9.505000e+01,1.377354e+00,5.067707e+02,4.588400e+01,3.168498e+00,4.226596e+00,2.463077e+00,5.777586e+00,3.864918e+00,3.361709e+00,1.397803e+01,2.251490e+00,2.108241e+00,5.505170e-01,1.009321e-01,2.586581e+01,1.554293e+01,1.990816e+01,3.805813e+01
4.381260e+00,1.000000e+02,1.374967e+00,4.994768e+02,4.650660e+01,3.025312e+00,4.294691e+00,2.517738e+00,5.912112e+00,3.960681e+00,2.912275e+00,1.423188e+01,2.230220e+00,2.122278e+00,5.336485e-01,9.801689e-02,2.447038e+01,1.464264e+01,2.207344e+01,3.757323e+01
